X,Transect,Roll,Photo,Type,Area,RMS,H_Water,H_Bare,H_Gram,H_Shrub,H_Forest,C_Water,C_Bare,C_Gram,C_Shrub,C_Forest,Latitude,Longitude,NEAR_DIST,TL,Fire,grid.id,stable_no,NA.,stable_shr,stable_forest,inc_forest,inc_shrub,dec_structure
12,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,1,0,66.9145,-116.592,7.662520479,1,0,17,100,0,0,0,0,0,0
13,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9144,-116.585,7.557327113,1,0,18,100,0,0,0,0,0,0
14,2,A21248,86,tundra,8.901025016,6.52,1,0,5,1,0,0,0,-2,2,0,66.9144,-116.578,7.452130799,1,0,19,76,24,0,0,0,0,0
15,2,A21248,86,tundra,8.901025016,6.52,1,0,5,2,0,0,0,0,0,0,66.9144,-116.571,7.346931732,1,0,20,90,10,0,0,0,0,0
16,2,A21248,86,tundra,8.901025016,6.52,1,0,3,4,0,0,0,-2,2,0,66.9144,-116.564,7.241729922,1,0,21,64,36,0,0,0,0,0
17,2,A21248,86,tundra,8.901025016,6.52,1,0,5,1,0,0,0,-2,2,0,66.9144,-116.557,7.13652516,1,0,22,70,30,0,0,0,0,0
18,2,A21248,86,tundra,8.901025016,6.52,1,0,5,3,0,0,0,0,0,0,66.9143,-116.55,7.031317649,1,0,23,61,28,3,5,0,3,0
19,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,-2,2,0,66.9143,-116.544,6.92610719,1,0,24,98,0,0,0,0,2,0
20,2,A21248,86,tundra,8.901025016,6.52,1,0,5,2,0,0,0,0,0,0,66.9143,-116.537,6.820893984,1,0,25,85,12,0,0,3,0,0
21,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9118,-116.592,7.378993943,1,0,27,99,0,0,1,0,0,0
22,2,A21248,86,tundra,8.901025016,6.52,0,2,4,2,0,0,0,0,1,0,66.9118,-116.585,7.273801259,1,0,28,100,0,0,0,0,0,0
23,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9117,-116.578,7.168605623,1,0,29,88,12,0,0,0,0,0
24,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9117,-116.571,7.063407238,1,0,30,100,0,0,0,0,0,0
25,2,A21248,86,tundra,8.901025016,6.52,0,0,4,3,0,0,0,-3,3,0,66.9117,-116.564,6.95820601,1,0,31,100,0,0,0,0,0,0
26,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,-2,2,0,66.9117,-116.557,6.853001929,1,0,32,83,0,17,0,0,0,0
27,2,A21248,86,tundra,8.901025016,6.52,1,0,5,2,0,0,0,0,0,0,66.9117,-116.55,6.747795096,1,0,33,68,32,0,0,0,0,0
28,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,-1,1,0,66.9116,-116.544,6.642585419,1,0,34,100,0,0,0,0,0,0
29,2,A21248,86,tundra,8.901025016,6.52,2,0,3,1,0,0,0,0,0,0,66.9116,-116.537,6.53737279,1,0,35,36,64,0,0,0,0,0
30,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,-1,1,0,66.9091,-116.592,7.095465735,1,0,37,97,0,0,3,0,0,0
31,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,0,0,66.9091,-116.585,6.990273728,1,0,38,100,0,0,0,0,0,0
32,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,-1,1,0,66.909,-116.578,6.885078773,1,0,39,100,0,0,0,0,0,0
33,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,-1,1,0,66.909,-116.571,6.77988107,1,0,40,100,0,0,0,0,0,0
34,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,0,0,66.909,-116.564,6.674680419,1,0,41,91,0,0,9,0,0,0
35,2,A21248,86,tundra,8.901025016,6.52,0,0,5,3,0,0,0,0,0,0,66.909,-116.557,6.569477121,1,0,42,51,0,43,5,0,1,0
36,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,1,0,66.909,-116.551,6.464270869,1,0,43,93,0,1,2,0,3,1
37,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9089,-116.544,6.35906177,1,0,44,100,0,0,0,0,0,0
38,2,A21248,86,tundra,8.901025016,6.52,1,0,3,2,0,1,0,0,0,0,66.9089,-116.537,6.253849922,1,0,45,100,0,0,0,0,0,0
39,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,0,0,66.9089,-116.53,6.148635226,1,0,46,100,0,0,0,0,0,0
40,2,A21248,86,tundra,8.901025016,6.52,1,0,5,1,0,0,0,-1,1,0,66.9064,-116.585,6.706744422,1,0,48,100,0,0,0,0,0,0
41,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,-1,1,0,66.9063,-116.578,6.60155015,1,0,49,100,0,0,0,0,0,0
42,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9063,-116.571,6.496353129,1,0,50,100,0,0,0,0,0,0
43,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9063,-116.564,6.39115316,1,0,51,96,0,4,0,0,0,0
44,2,A21248,86,tundra,8.901025016,6.52,2,1,4,2,0,0,0,-2,2,0,66.9063,-116.557,6.285950438,1,0,52,87,6,1,6,0,0,0
45,2,A21248,86,tundra,8.901025016,6.52,0,0,4,3,0,0,0,-3,3,0,66.9063,-116.551,6.180744869,1,0,53,94,6,0,0,0,0,0
46,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,-2,2,0,66.9063,-116.544,6.075536551,1,0,54,100,0,0,0,0,0,0
47,2,A21248,86,tundra,8.901025016,6.52,1,0,4,1,0,1,0,0,0,0,66.9062,-116.537,5.970325286,1,0,55,100,0,0,0,0,0,0
48,2,A21248,86,tundra,8.901025016,6.52,1,0,5,2,0,0,0,0,0,0,66.9062,-116.53,5.865111267,1,0,56,100,0,0,0,0,0,0
49,2,A21248,86,tundra,8.901025016,6.52,2,0,4,1,0,0,0,-2,2,0,66.9037,-116.585,6.423213444,1,0,58,20,80,0,0,0,0,0
50,2,A21248,86,tundra,8.901025016,6.52,2,2,4,0,0,0,0,0,0,0,66.9037,-116.578,6.318019853,1,0,59,58,42,0,0,0,0,0
51,2,A21248,86,tundra,8.901025016,6.52,0,1,4,2,1,0,0,0,0,0,66.9036,-116.571,6.212823409,1,0,60,88,12,0,0,0,0,0
52,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9036,-116.564,6.107624222,1,0,61,100,0,0,0,0,0,0
53,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9036,-116.557,6.002422082,1,0,62,86,12,0,2,0,0,0
54,2,A21248,86,tundra,8.901025016,6.52,1,0,4,1,0,0,0,0,0,0,66.9036,-116.551,5.89721719,1,0,63,88,12,0,0,0,0,0
55,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9036,-116.544,5.792009554,1,0,64,100,0,0,0,0,0,0
56,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9035,-116.537,5.686798966,1,0,65,100,0,0,0,0,0,0
57,2,A21248,86,tundra,8.901025016,6.52,1,0,5,2,0,0,0,0,0,0,66.9035,-116.53,5.581585634,1,0,66,98,2,0,0,0,0,0
58,2,A21248,86,tundra,8.901025016,6.52,0,0,4,2,0,0,0,0,0,0,66.901,-116.585,6.139680791,1,0,68,20,52,22,6,0,0,0
59,2,A21248,86,tundra,8.901025016,6.52,1,0,4,2,0,0,0,0,0,0,66.901,-116.578,6.034487882,1,0,69,39,56,4,0,0,0,1
60,2,A21248,86,tundra,8.901025016,6.52,0,2,4,2,0,0,0,0,0,0,66.9009,-116.571,5.92929212,1,0,70,38,22,40,0,0,0,0
61,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9009,-116.564,5.82409351,1,0,71,92,0,0,8,0,0,0
62,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9009,-116.558,5.718892048,1,0,72,91,0,7,2,0,0,0
63,2,A21248,86,tundra,8.901025016,6.52,0,0,5,0,0,0,0,0,0,0,66.9009,-116.551,5.613687842,1,0,73,83,0,0,12,0,2,3
64,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9009,-116.544,5.508480784,1,0,74,96,0,0,4,0,0,0
65,2,A21248,86,tundra,8.901025016,6.52,0,0,5,1,0,0,0,0,0,0,66.9009,-116.537,5.403270877,1,0,75,90,10,0,0,0,0,0
66,2,A21248,86,tundra,8.901025016,6.52,4,0,3,0,0,0,0,0,0,0,66.9008,-116.53,5.298058223,1,0,76,0,100,0,0,0,0,0
67,2,A21248,86,tundra,8.901025016,6.52,2,0,5,0,0,0,0,0,0,0,66.9008,-116.523,5.19284262,1,0,77,46,54,0,0,0,0,0
68,2,A21248,86,tundra,8.901025016,6.52,0,2,4,2,0,0,0,0,0,0,66.8983,-116.578,5.750954133,1,0,79,79,14,5,0,0,0,2
69,2,A21248,86,tundra,8.901025016,6.52,3,2,3,1,0,0,0,0,0,0,66.8983,-116.571,5.645759053,1,0,80,6,94,0,0,0,0,0
70,2,A21248,86,tundra,8.901025016,6.52,0,1,5,1,0,0,0,0,0,0,66.8982,-116.564,5.54056112,1,0,81,76,24,0,0,0,0,0
71,2,A21248,86,tundra,8.901025016,6.52,0,1,5,1,0,0,0,0,0,0,66.8982,-116.558,5.435360345,1,0,82,100,0,0,0,0,0,0
72,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,0,0,66.8982,-116.551,5.330156716,1,0,83,79,0,7,1,0,9,4
73,2,A21248,86,tundra,8.901025016,6.52,0,1,4,2,1,0,0,0,0,0,66.8982,-116.544,5.22495034,1,0,84,93,0,1,6,0,0,0
74,2,A21248,86,tundra,8.901025016,6.52,0,0,5,2,0,0,0,0,0,0,66.8982,-116.537,5.119741115,1,0,85,79,0,11,7,0,3,0
75,2,A21248,86,tundra,8.901025016,6.52,0,0,4,2,0,0,0,0,0,0,66.8981,-116.53,5.014529038,1,0,86,76,17,4,3,0,0,0
76,2,A21248,86,tundra,8.901025016,6.52,0,2,4,2,0,0,0,0,0,0,66.8956,-116.578,5.46741861,1,0,89,55,2,38,0,0,4,1
77,2,A21248,86,tundra,8.901025016,6.52,0,2,4,2,1,0,0,0,0,0,66.8956,-116.571,5.362224212,1,0,90,61,18,20,0,0,0,1
78,2,A21248,86,tundra,8.901025016,6.52,0,1,4,2,1,0,0,0,0,0,66.8955,-116.564,5.257026962,1,0,91,71,0,26,0,0,3,0
79,2,A21248,86,tundra,8.901025016,6.52,0,1,5,0,0,0,0,0,0,0,66.8955,-116.558,5.151826863,1,0,92,98,0,1,0,0,1,0
80,2,A21248,86,tundra,8.901025016,6.52,0,1,5,0,0,0,0,0,0,0,66.8955,-116.551,5.046623916,1,0,93,81,0,19,0,0,0,0
81,2,A21248,86,tundra,8.901025016,6.52,0,0,0,0,0,0,0,0,0,0,66.8955,-116.544,4.941418217,1,0,94,77,20,2,1,0,0,0
82,2,A21248,82,tundra,9.768005133,11.48,0,2,4,2,2,0,0,0,0,0,66.8793,-116.517,2.81935417,1,0,100,21,0,39,40,0,0,0
83,2,A21248,82,tundra,9.768005133,11.48,0,1,4,3,1,0,0,0,0,0,66.8792,-116.51,2.714138308,1,0,101,71,0,17,9,0,0,3
84,2,A21248,82,tundra,9.768005133,11.48,0,0,4,2,1,0,0,-1,1,0,66.8766,-116.537,2.851441393,1,0,104,73,0,19,3,4,0,1
85,2,A21248,82,tundra,9.768005133,11.48,0,1,3,4,0,0,0,0,0,0,66.8766,-116.531,2.746234657,1,0,105,36,0,53,5,6,0,0
86,2,A21248,82,tundra,9.768005133,11.48,0,1,3,2,1,0,0,0,0,0,66.8766,-116.524,2.641025078,1,0,106,42,0,32,24,0,0,2
87,2,A21248,82,tundra,9.768005133,11.48,0,1,3,2,2,0,0,0,0,0,66.8766,-116.517,2.53581274,1,0,107,19,0,64,16,0,0,1
88,2,A21248,82,tundra,9.768005133,11.48,0,0,4,2,2,0,0,0,0,1,66.8765,-116.51,2.43059746,1,0,108,35,0,38,22,2,0,3
89,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,2,0,0,0,0,1,66.8765,-116.503,2.325379432,1,0,109,72,0,3,11,4,0,10
90,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,0,0,0,0,0,66.874,-116.551,2.778300018,1,0,112,67,0,22,4,0,6,1
91,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,0,0,0,0,1,66.874,-116.544,2.67309956,1,0,113,2,0,46,51,1,0,0
92,2,A21248,82,tundra,9.768005133,11.48,0,0,5,1,0,0,0,-1,1,0,66.8739,-116.537,2.567896354,1,0,114,16,0,59,24,0,1,0
93,2,A21248,82,tundra,9.768005133,11.48,0,1,2,3,1,0,0,0,0,0,66.8739,-116.531,2.462690199,1,0,115,55,0,33,1,0,11,0
94,2,A21248,82,tundra,9.768005133,11.48,0,0,5,1,1,0,0,-1,1,0,66.8739,-116.524,2.357481297,1,0,116,70,0,16,13,0,0,1
95,2,A21248,82,tundra,9.768005133,11.48,0,1,2,2,4,0,0,0,0,0,66.8739,-116.517,2.252269542,1,0,117,16,0,10,74,0,0,0
96,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,3,0,0,0,0,0,66.8739,-116.51,2.147055039,1,0,118,1,0,36,63,0,0,0
97,2,A21248,82,tundra,9.768005133,11.48,0,0,0,2,4,0,0,0,0,1,66.8738,-116.503,2.041837593,1,0,119,4,0,0,94,2,0,0
98,2,A21248,82,tundra,9.768005133,11.48,0,0,5,1,0,0,0,-4,4,0,66.8713,-116.558,2.59994887,1,0,122,87,12,0,0,0,1,0
99,2,A21248,82,tundra,9.768005133,11.48,0,0,5,1,0,0,0,-3,3,0,66.8713,-116.551,2.494751841,1,0,123,61,0,33,0,0,1,5
100,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,0,0,0,0,0,66.8713,-116.544,2.389552065,1,0,124,3,0,71,21,5,0,0
101,2,A21248,82,tundra,9.768005133,11.48,0,1,5,1,1,0,0,0,0,0,66.8713,-116.538,2.284349441,1,0,125,0,0,43,52,5,0,0
102,2,A21248,82,tundra,9.768005133,11.48,0,1,4,2,1,0,0,0,0,0,66.8712,-116.531,2.179144063,1,0,126,40,0,39,21,0,0,0
103,2,A21248,82,tundra,9.768005133,11.48,0,1,4,2,1,0,0,-1,1,0,66.8712,-116.524,2.073935738,1,0,127,7,0,60,25,7,1,0
104,2,A21248,82,tundra,9.768005133,11.48,0,0,3,3,2,1,0,-2,2,0,66.8712,-116.517,1.968724665,1,0,128,16,0,31,43,9,0,1
105,2,A21248,82,tundra,9.768005133,11.48,0,0,2,4,2,0,0,0,0,0,66.8712,-116.51,1.863510844,1,0,129,27,0,41,32,0,0,0
106,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,3,0,0,0,0,0,66.8711,-116.503,1.758294075,-1,0,130,42,0,1,56,0,1,0
107,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,2,0,-3,3,0,66.8686,-116.558,2.316398342,1,0,133,45,42,9,0,0,0,4
108,2,A21248,82,tundra,9.768005133,11.48,0,0,4,3,0,0,0,-3,3,0,66.8686,-116.551,2.21120199,1,0,134,71,6,22,0,0,0,1
109,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,0,0,0,0,0,66.8686,-116.544,2.106002896,1,0,135,13,0,78,0,0,9,0
110,2,A21248,82,tundra,9.768005133,11.48,0,1,5,1,0,0,0,0,0,0,66.8686,-116.538,2.000800949,1,0,136,0,0,100,0,0,0,0
111,2,A21248,82,tundra,9.768005133,11.48,0,1,4,2,2,0,0,0,0,1,66.8685,-116.531,1.895596154,1,0,137,33,0,24,24,19,0,0
112,2,A21248,82,tundra,9.768005133,11.48,0,1,1,3,4,0,0,0,0,0,66.8685,-116.524,1.79038851,1,0,138,14,0,2,50,34,0,0
113,2,A21248,82,tundra,9.768005133,11.48,0,1,2,3,3,0,0,-2,2,0,66.8685,-116.517,1.685178114,1,0,139,2,0,2,28,68,0,0
114,2,A21248,82,tundra,9.768005133,11.48,0,2,2,4,1,0,0,0,0,0,66.8685,-116.51,1.579964875,-1,0,140,33,0,7,43,17,0,0
115,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,2,0,0,0,0,0,66.8685,-116.503,1.474748883,-1,0,141,32,0,27,31,10,0,0
116,2,A21248,82,tundra,9.768005133,11.48,0,0,1,3,3,0,0,0,0,0,66.8684,-116.497,1.369529943,-1,0,142,14,0,0,86,0,0,0
117,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,-3,3,0,66.8659,-116.558,2.032846135,1,0,143,0,0,100,0,0,0,0
118,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,-2,2,1,66.8659,-116.551,1.927650471,1,0,144,4,0,96,0,0,0,0
119,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,1,0,0,-2,1,1,66.8659,-116.544,1.822451949,1,0,145,0,0,98,0,2,0,0
120,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,1,0,0,0,0,0,66.8659,-116.538,1.717250683,1,0,146,0,0,88,4,8,0,0
121,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,3,0,0,0,0,0,66.8659,-116.531,1.61204657,1,0,147,0,0,42,46,10,2,0
122,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,3,0,0,0,0,0,66.8658,-116.524,1.506839604,1,0,148,22,0,0,53,24,1,0
123,2,A21248,82,tundra,9.768005133,11.48,0,1,2,3,3,1,0,-2,2,0,66.8658,-116.517,1.40162989,-1,0,149,40,0,4,44,12,0,0
124,2,A21248,82,tundra,9.768005133,11.48,0,3,3,3,2,0,0,-2,2,0,66.8658,-116.51,1.296417328,-1,0,150,35,0,42,17,6,0,0
125,2,A21248,82,tundra,9.768005133,11.48,0,1,1,4,2,0,0,0,0,0,66.8658,-116.503,1.191201913,-1,0,151,13,0,17,67,1,0,2
126,2,A21248,82,tundra,9.768005133,11.48,0,0,1,4,3,0,0,0,0,0,66.8657,-116.497,1.085983755,-1,0,152,42,0,0,58,0,0,0
127,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,2,0,0,0,0,2,66.8632,-116.558,1.749923275,1,0,154,0,0,44,42,14,0,0
128,2,A21248,82,tundra,9.768005133,11.48,0,0,3,2,2,0,0,0,0,2,66.8632,-116.551,1.644097268,1,0,155,0,0,48,22,30,0,0
129,2,A21248,82,tundra,9.768005133,11.48,1,0,2,3,2,0,0,0,0,1,66.8632,-116.545,1.538899432,1,0,156,1,0,16,41,42,0,0
130,2,A21248,82,tundra,9.768005133,11.48,1,0,3,3,1,0,0,0,0,0,66.8632,-116.538,1.433698744,1,0,157,5,0,39,53,2,0,1
131,2,A21248,82,tundra,9.768005133,11.48,1,1,1,4,1,0,0,-2,2,0,66.8632,-116.531,1.328495308,-1,0,158,16,0,45,39,0,0,0
132,2,A21248,82,tundra,9.768005133,11.48,1,0,2,3,4,0,0,0,0,0,66.8631,-116.524,1.223289024,-1,0,159,21,0,3,52,24,0,0
133,2,A21248,82,tundra,9.768005133,11.48,1,1,3,3,1,0,0,-1,1,0,66.8631,-116.517,1.118079887,-1,0,160,73,0,2,23,0,2,0
134,2,A21248,82,tundra,9.768005133,11.48,0,2,2,3,1,0,0,0,0,0,66.8631,-116.51,1.012868002,-1,0,161,47,0,7,29,17,0,0
135,2,A21248,82,tundra,9.768005133,11.48,0,2,1,4,2,0,0,0,0,0,66.8631,-116.503,0.907653274,-1,0,162,37,0,16,47,0,0,0
136,2,A21248,82,tundra,9.768005133,11.48,0,1,4,2,3,0,0,0,0,0,66.8631,-116.497,0.802435693,-1,0,163,8,0,9,78,4,0,1
137,2,A21248,82,tundra,9.768005133,11.48,1,0,5,2,2,0,0,0,0,0,66.8605,-116.551,1.360542296,1,0,166,0,0,1,91,8,0,0
138,2,A21248,82,tundra,9.768005133,11.48,1,0,4,2,1,0,0,0,0,0,66.8605,-116.545,1.255345138,1,0,167,15,0,13,69,1,2,0
139,2,A21248,82,tundra,9.768005133,11.48,0,2,4,3,1,0,0,0,0,0,66.8605,-116.538,1.150145127,-1,0,168,12,0,59,28,1,0,0
140,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,1,0,0,0,0,0,66.8605,-116.531,1.044942273,-1,0,169,2,0,21,58,14,5,0
141,2,A21248,82,tundra,9.768005133,11.48,0,0,5,1,2,0,0,0,0,0,66.8604,-116.524,0.939736666,-1,0,170,0,0,15,67,18,0,0
142,2,A21248,82,tundra,9.768005133,11.48,0,1,4,2,1,0,0,0,0,0,66.8604,-116.517,0.834528211,-1,0,171,1,0,38,55,6,0,0
143,2,A21248,82,tundra,9.768005133,11.48,0,0,4,2,1,0,0,0,0,0,66.8604,-116.51,0.729317007,-1,0,172,31,0,44,21,4,0,0
144,2,A21248,82,tundra,9.768005133,11.48,0,1,2,4,2,0,0,0,0,0,66.8604,-116.504,0.624102956,-1,0,173,6,0,7,71,16,0,0
145,2,A21248,82,tundra,9.768005133,11.48,0,2,2,4,2,0,0,0,0,0,66.8604,-116.497,0.518886053,-1,0,174,25,0,18,57,0,0,0
146,2,A21248,82,tundra,9.768005133,11.48,0,0,2,2,5,0,0,0,0,0,66.8603,-116.49,0.413666401,-1,0,175,0,0,2,96,2,0,0
147,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,0,0,0,66.8578,-116.551,1.076985646,1,0,176,0,0,41,50,7,2,0
148,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,0,0,0,66.8578,-116.545,0.971789165,1,0,177,4,0,42,49,1,4,0
149,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,0,0,0,0,0,0,66.8578,-116.538,0.86658984,-1,0,178,35,0,17,29,10,9,0
150,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,1,0,0,0,0,0,66.8578,-116.531,0.761387658,-1,0,179,23,0,25,45,4,3,0
151,2,A21248,82,tundra,9.768005133,11.48,0,0,5,0,2,0,0,0,0,2,66.8578,-116.524,0.656182633,-1,0,180,15,0,2,67,8,8,0
152,2,A21248,82,tundra,9.768005133,11.48,0,1,3,1,3,0,0,0,0,1,66.8577,-116.517,0.55097486,-1,0,181,3,0,12,45,40,0,0
153,2,A21248,82,tundra,9.768005133,11.48,0,2,3,2,2,0,0,0,0,0,66.8577,-116.51,0.445764334,-1,0,182,10,0,59,15,16,0,0
154,2,A21248,82,tundra,9.768005133,11.48,0,1,3,2,2,0,0,0,0,0,66.8577,-116.504,0.340550861,-1,0,183,4,0,18,36,42,0,0
155,2,A21248,82,tundra,9.768005133,11.48,0,2,3,2,2,0,0,0,0,0,66.8577,-116.497,0.235334639,-1,0,184,5,0,0,63,32,0,0
156,2,A21248,82,tundra,9.768005133,11.48,0,1,3,3,3,0,0,0,0,0,66.8577,-116.49,0.130115669,-1,0,185,18,0,0,76,4,2,0
157,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,0,0,0,66.8551,-116.552,0.798618338,1,0,187,3,0,68,18,0,11,0
158,2,A21248,82,tundra,9.768005133,11.48,0,0,4,1,0,0,0,-3,3,0,66.8551,-116.545,0.688231423,1,0,188,32,0,30,16,0,22,0
159,2,A21248,82,tundra,9.768005133,11.48,0,0,2,5,0,0,0,-3,3,0,66.8551,-116.538,0.583032771,-1,0,189,73,0,19,6,2,0,0
160,2,A21248,82,tundra,9.768005133,11.48,0,0,5,2,0,0,0,0,0,0,66.8551,-116.531,0.477831276,-1,0,190,96,0,0,2,0,2,0
161,2,A21248,82,tundra,9.768005133,11.48,0,0,4,2,1,0,0,0,0,1,66.8551,-116.524,0.372626928,-1,0,191,51,0,35,2,2,10,0
162,2,A21248,82,tundra,9.768005133,11.48,0,0,2,3,4,0,0,0,0,3,66.855,-116.517,0.267419832,-1,0,192,12,0,5,50,33,0,0
163,2,A21248,82,tundra,9.768005133,11.48,0,0,3,3,3,0,0,0,0,1,66.855,-116.51,0.162209888,-1,0,193,0,0,2,63,35,0,0
164,2,A21248,82,tundra,9.768005133,11.48,0,0,3,3,2,0,0,0,0,0,66.855,-116.504,0.056997191,-1,0,194,0,0,1,91,8,0,0
165,2,A21248,82,tundra,9.768005133,11.48,0,0,2,5,0,0,0,0,0,0,66.8524,-116.545,0.404672102,1,0,198,59,0,17,22,0,2,0
166,2,A21248,82,tundra,9.768005133,11.48,0,1,5,2,0,0,0,-3,3,0,66.8524,-116.538,0.299474032,1,0,199,100,0,0,0,0,0,0
167,2,A21248,82,tundra,9.768005133,11.48,0,0,3,2,1,0,0,-3,3,1,66.8524,-116.531,0.194273214,-1,0,200,50,0,49,0,0,0,1
168,2,A21248,82,tundra,9.768005133,11.48,0,1,2,3,3,0,0,0,0,2,66.8524,-116.524,0.089069543,-1,0,201,7,0,35,36,22,0,0
169,2,A21248,78,tundra,9.830436011,8.23,0,0,3,2,4,0,0,0,0,2,66.8388,-116.477,2.065224171,-1,0,209,0,0,0,49,51,0,0
170,2,A21248,78,tundra,9.830436011,8.23,0,0,3,2,3,0,0,0,0,1,66.8361,-116.49,1.476514754,-1,0,213,34,0,4,30,32,0,0
